formula,homeAttack,homeDefense,awayAttack,awayDefense,statGapAttack,statGapDefense,avgHomeGoals,avgAwayGoals,avgTotalGoals,homeWinRate,drawRate,awayWinRate,blowoutRate3Plus
linear_ratio,360,360,360,180,0,180,13.617,10.142,23.759,0.8795,0.0000,0.1205,0.6595
linear_ratio,360,360,360,240,0,120,12.277,10.222,22.498,0.7400,0.0000,0.2600,0.5395
linear_ratio,360,360,360,300,0,60,11.274,10.271,21.546,0.6235,0.0000,0.3765,0.4730
linear_ratio,360,360,360,360,0,0,10.283,10.305,20.587,0.4845,0.0000,0.5155,0.4500
linear_ratio,360,360,360,420,0,-60,9.816,10.294,20.110,0.4370,0.0000,0.5630,0.4485
linear_ratio,360,360,420,180,-60,180,13.739,11.000,24.739,0.8165,0.0000,0.1835,0.5865
linear_ratio,360,360,420,240,-60,120,12.447,11.270,23.716,0.6605,0.0000,0.3395,0.4610
linear_ratio,360,360,420,300,-60,60,11.377,11.133,22.510,0.5295,0.0000,0.4705,0.4415
linear_ratio,360,360,420,360,-60,0,10.323,11.115,21.438,0.3805,0.0000,0.6195,0.4535
linear_ratio,360,360,420,420,-60,-60,9.754,11.114,20.867,0.3125,0.0000,0.6875,0.4635
linear_ratio,360,420,180,180,180,240,13.470,6.080,19.550,0.9965,0.0000,0.0035,0.9580
linear_ratio,360,420,180,240,180,180,11.982,5.966,17.949,0.9810,0.0000,0.0190,0.8900
linear_ratio,360,420,180,300,180,120,11.023,6.048,17.071,0.9530,0.0000,0.0470,0.8005
linear_ratio,360,420,180,360,180,60,10.139,6.101,16.241,0.9180,0.0000,0.0820,0.7120
linear_ratio,360,420,180,420,180,0,9.475,6.111,15.585,0.8685,0.0000,0.1315,0.6490
linear_ratio,360,420,240,180,120,240,13.443,7.363,20.806,0.9800,0.0000,0.0200,0.8845
linear_ratio,360,420,240,240,120,180,12.059,7.497,19.556,0.9385,0.0000,0.0615,0.7685
linear_ratio,360,420,240,300,120,120,11.193,7.548,18.741,0.8845,0.0000,0.1155,0.6765
linear_ratio,360,420,240,360,120,60,10.281,7.640,17.921,0.8060,0.0000,0.1940,0.5820
linear_ratio,360,420,240,420,120,0,9.735,7.569,17.303,0.7600,0.0000,0.2400,0.5180
linear_ratio,360,420,300,180,60,240,13.451,8.482,21.934,0.9515,0.0000,0.0485,0.7925
linear_ratio,360,420,300,240,60,180,12.134,8.539,20.673,0.8895,0.0000,0.1105,0.6730
linear_ratio,360,420,300,300,60,120,11.240,8.587,19.827,0.8090,0.0000,0.1910,0.5610
linear_ratio,360,420,300,360,60,60,10.299,8.601,18.900,0.7075,0.0000,0.2925,0.4920
linear_ratio,360,420,300,420,60,0,9.649,8.722,18.371,0.6170,0.0000,0.3830,0.4610
linear_ratio,360,420,360,180,0,240,13.606,9.480,23.087,0.9170,0.0000,0.0830,0.7260
linear_ratio,360,420,360,240,0,180,12.239,9.692,21.931,0.8075,0.0000,0.1925,0.5825
linear_ratio,360,420,360,300,0,120,11.294,9.659,20.953,0.6945,0.0000,0.3055,0.5080
linear_ratio,360,420,360,360,0,60,10.307,9.751,20.058,0.5670,0.0000,0.4330,0.4580
linear_ratio,360,420,360,420,0,0,9.681,9.607,19.288,0.5150,0.0000,0.4850,0.4685
linear_ratio,360,420,420,180,-60,240,13.572,10.143,23.715,0.8745,0.0000,0.1255,0.6595
linear_ratio,360,420,420,240,-60,180,12.347,10.319,22.665,0.7500,0.0000,0.2500,0.5260
linear_ratio,360,420,420,300,-60,120,11.305,10.274,21.579,0.6355,0.0000,0.3645,0.4545
linear_ratio,360,420,420,360,-60,60,10.338,10.402,20.741,0.4890,0.0000,0.5110,0.4505
linear_ratio,360,420,420,420,-60,0,9.706,10.272,19.978,0.4210,0.0000,0.5790,0.4480
linear_ratio,420,180,180,180,240,0,14.273,10.096,24.369,0.9220,0.0000,0.0780,0.7230
linear_ratio,420,180,180,240,240,-60,13.113,10.153,23.266,0.8405,0.0000,0.1595,0.6135
linear_ratio,420,180,180,300,240,-120,12.155,10.223,22.379,0.7220,0.0000,0.2780,0.5350
linear_ratio,420,180,180,360,240,-180,11.101,10.367,21.468,0.5920,0.0000,0.4080,0.4575
linear_ratio,420,180,180,420,240,-240,10.310,10.254,20.564,0.5075,0.0000,0.4925,0.4460
linear_ratio,420,180,240,180,180,0,14.425,11.916,26.340,0.8030,0.0000,0.1970,0.5520
linear_ratio,420,180,240,240,180,-60,13.180,11.950,25.130,0.6665,0.0000,0.3335,0.4610
linear_ratio,420,180,240,300,180,-120,12.237,12.031,24.268,0.5330,0.0000,0.4670,0.4515
linear_ratio,420,180,240,360,180,-180,11.100,11.995,23.095,0.3870,0.0000,0.6130,0.4670
linear_ratio,420,180,240,420,180,-240,10.309,11.915,22.224,0.2935,0.0000,0.7065,0.4790
linear_ratio,420,180,300,180,120,0,14.515,13.060,27.576,0.6870,0.0000,0.3130,0.4815
linear_ratio,420,180,300,240,120,-60,13.207,13.091,26.298,0.5045,0.0000,0.4955,0.4465
linear_ratio,420,180,300,300,120,-120,12.115,12.998,25.113,0.3840,0.0000,0.6160,0.4635
linear_ratio,420,180,300,360,120,-180,11.035,12.964,23.999,0.2670,0.0000,0.7330,0.5125
linear_ratio,420,180,300,420,120,-240,10.274,12.835,23.109,0.2040,0.0000,0.7960,0.5730
linear_ratio,420,180,360,180,60,0,14.477,13.861,28.339,0.5900,0.0000,0.4100,0.4155
linear_ratio,420,180,360,240,60,-60,13.152,13.912,27.063,0.3960,0.0000,0.6040,0.4450
linear_ratio,420,180,360,300,60,-120,12.145,13.778,25.922,0.2935,0.0000,0.7065,0.4920
linear_ratio,420,180,360,360,60,-180,10.979,13.730,24.709,0.1785,0.0000,0.8215,0.5825
linear_ratio,420,180,360,420,60,-240,10.140,13.578,23.718,0.1235,0.0000,0.8765,0.6660
linear_ratio,420,180,420,180,0,0,14.499,14.532,29.031,0.5025,0.0000,0.4975,0.3885
linear_ratio,420,180,420,240,0,-60,13.211,14.427,27.638,0.3290,0.0000,0.6710,0.4365
linear_ratio,420,180,420,300,0,-120,12.138,14.380,26.518,0.2065,0.0000,0.7935,0.5325
linear_ratio,420,180,420,360,0,-180,11.027,14.326,25.353,0.1230,0.0000,0.8770,0.6390
linear_ratio,420,180,420,420,0,-240,10.127,14.111,24.238,0.0895,0.0000,0.9105,0.7020
linear_ratio,420,240,180,180,240,60,14.036,8.748,22.784,0.9640,0.0000,0.0360,0.8345
linear_ratio,420,240,180,240,240,0,12.999,8.671,21.671,0.9230,0.0000,0.0770,0.7445
linear_ratio,420,240,180,300,240,-60,12.136,8.814,20.950,0.8605,0.0000,0.1395,0.6325
linear_ratio,420,240,180,360,240,-120,11.086,8.813,19.900,0.7735,0.0000,0.2265,0.5360
linear_ratio,420,240,180,420,240,-180,10.352,8.877,19.230,0.6905,0.0000,0.3095,0.4735
linear_ratio,420,240,240,180,180,60,14.155,10.126,24.280,0.9145,0.0000,0.0855,0.7115
linear_ratio,420,240,240,240,180,0,13.121,10.248,23.370,0.8380,0.0000,0.1620,0.5970
linear_ratio,420,240,240,300,180,-60,12.123,10.354,22.477,0.7150,0.0000,0.2850,0.5080
linear_ratio,420,240,240,360,180,-120,11.154,10.352,21.506,0.6080,0.0000,0.3920,0.4555
linear_ratio,420,240,240,420,180,-180,10.288,10.293,20.581,0.4990,0.0000,0.5010,0.4270
linear_ratio,420,240,300,180,120,60,14.335,11.573,25.908,0.8195,0.0000,0.1805,0.5925
linear_ratio,420,240,300,240,120,0,13.258,11.483,24.741,0.7225,0.0000,0.2775,0.4965
linear_ratio,420,240,300,300,120,-60,12.163,11.598,23.761,0.5765,0.0000,0.4235,0.4240
linear_ratio,420,240,300,360,120,-120,11.188,11.532,22.720,0.4630,0.0000,0.5370,0.4625
linear_ratio,420,240,300,420,120,-180,10.354,11.495,21.849,0.3525,0.0000,0.6475,0.4720
linear_ratio,420,240,360,180,60,60,14.343,12.397,26.740,0.7500,0.0000,0.2500,0.4960
linear_ratio,420,240,360,240,60,0,13.183,12.251,25.434,0.6250,0.0000,0.3750,0.4465
linear_ratio,420,240,360,300,60,-60,12.239,12.453,24.691,0.4775,0.0000,0.5225,0.4280
linear_ratio,420,240,360,360,60,-120,11.065,12.358,23.423,0.3400,0.0000,0.6600,0.4830
linear_ratio,420,240,360,420,60,-180,10.348,12.452,22.800,0.2465,0.0000,0.7535,0.5190
linear_ratio,420,240,420,180,0,60,14.389,13.111,27.500,0.6660,0.0000,0.3340,0.4445
linear_ratio,420,240,420,240,0,0,13.244,13.239,26.483,0.5035,0.0000,0.4965,0.4395
linear_ratio,420,240,420,300,0,-60,12.085,13.235,25.320,0.3485,0.0000,0.6515,0.4615
linear_ratio,420,240,420,360,0,-120,11.071,13.185,24.256,0.2335,0.0000,0.7665,0.5125
linear_ratio,420,240,420,420,0,-180,10.175,13.104,23.279,0.1700,0.0000,0.8300,0.6005
linear_ratio,420,300,180,180,240,120,14.102,7.584,21.686,0.9880,0.0000,0.0120,0.9105
linear_ratio,420,300,180,240,240,60,12.900,7.692,20.593,0.9615,0.0000,0.0385,0.8295
linear_ratio,420,300,180,300,240,0,11.950,7.669,19.619,0.9250,0.0000,0.0750,0.7390
linear_ratio,420,300,180,360,240,-60,10.978,7.766,18.744,0.8585,0.0000,0.1415,0.6455
linear_ratio,420,300,180,420,240,-120,10.198,7.801,17.998,0.7810,0.0000,0.2190,0.5535
linear_ratio,420,300,240,180,180,120,14.117,9.058,23.175,0.9555,0.0000,0.0445,0.8095
linear_ratio,420,300,240,240,180,60,13.046,9.133,22.178,0.9070,0.0000,0.0930,0.7090
linear_ratio,420,300,240,300,180,0,12.030,9.230,21.261,0.8220,0.0000,0.1780,0.5890
linear_ratio,420,300,240,360,180,-60,11.117,9.313,20.430,0.7125,0.0000,0.2875,0.5030
linear_ratio,420,300,240,420,180,-120,10.270,9.254,19.523,0.6200,0.0000,0.3800,0.4475
linear_ratio,420,300,300,180,120,120,14.158,10.104,24.261,0.9280,0.0000,0.0720,0.7230
linear_ratio,420,300,300,240,120,60,12.970,10.289,23.258,0.8170,0.0000,0.1830,0.5945
linear_ratio,420,300,300,300,120,0,12.175,10.330,22.505,0.7365,0.0000,0.2635,0.5100
linear_ratio,420,300,300,360,120,-60,11.139,10.415,21.554,0.5945,0.0000,0.4055,0.4585
linear_ratio,420,300,300,420,120,-120,10.333,10.296,20.629,0.5075,0.0000,0.4925,0.4425
linear_ratio,420,300,360,180,60,120,14.289,11.184,25.473,0.8510,0.0000,0.1490,0.6225
linear_ratio,420,300,360,240,60,60,13.133,11.320,24.453,0.7315,0.0000,0.2685,0.5045
linear_ratio,420,300,360,300,60,0,12.161,11.361,23.521,0.5990,0.0000,0.4010,0.4745
linear_ratio,420,300,360,360,60,-60,11.093,11.290,22.383,0.4765,0.0000,0.5235,0.4500
linear_ratio,420,300,360,420,60,-120,10.363,11.389,21.752,0.3675,0.0000,0.6325,0.4595
linear_ratio,420,300,420,180,0,120,14.451,12.134,26.585,0.7875,0.0000,0.2125,0.5380
linear_ratio,420,300,420,240,0,60,13.231,12.284,25.515,0.6220,0.0000,0.3780,0.4400
linear_ratio,420,300,420,300,0,0,12.228,12.140,24.368,0.5180,0.0000,0.4820,0.4440
linear_ratio,420,300,420,360,0,-60,11.143,12.139,23.283,0.3575,0.0000,0.6425,0.4400
linear_ratio,420,300,420,420,0,-120,10.245,12.130,22.375,0.2755,0.0000,0.7245,0.5215
linear_ratio,420,360,180,180,240,180,14.063,6.769,20.833,0.9950,0.0000,0.0050,0.9450
linear_ratio,420,360,180,240,240,120,12.866,6.902,19.768,0.9800,0.0000,0.0200,0.8785
linear_ratio,420,360,180,300,240,60,11.889,6.872,18.761,0.9560,0.0000,0.0440,0.7995
linear_ratio,420,360,180,360,240,0,10.938,6.843,17.781,0.9205,0.0000,0.0795,0.7200
linear_ratio,420,360,180,420,240,-60,10.226,7.059,17.285,0.8640,0.0000,0.1360,0.6315
linear_ratio,420,360,240,180,180,180,14.062,8.123,22.184,0.9745,0.0000,0.0255,0.8760
linear_ratio,420,360,240,240,180,120,12.823,8.130,20.953,0.9390,0.0000,0.0610,0.7820
linear_ratio,420,360,240,300,180,60,12.014,8.212,20.227,0.8960,0.0000,0.1040,0.7000
linear_ratio,420,360,240,360,180,0,10.989,8.165,19.154,0.8240,0.0000,0.1760,0.6015
linear_ratio,420,360,240,420,180,-60,10.203,8.231,18.434,0.7380,0.0000,0.2620,0.5125
linear_ratio,420,360,300,180,120,180,14.184,9.280,23.464,0.9555,0.0000,0.0445,0.8040
linear_ratio,420,360,300,240,120,120,13.007,9.248,22.255,0.8955,0.0000,0.1045,0.6835
linear_ratio,420,360,300,300,120,60,12.132,9.392,21.524,0.8095,0.0000,0.1905,0.5945
linear_ratio,420,360,300,360,120,0,11.155,9.451,20.606,0.7145,0.0000,0.2855,0.5130
linear_ratio,420,360,300,420,120,-60,10.358,9.484,19.842,0.6115,0.0000,0.3885,0.4535
linear_ratio,420,360,360,180,60,180,14.248,10.139,24.386,0.9180,0.0000,0.0820,0.7075
linear_ratio,420,360,360,240,60,120,13.060,10.263,23.323,0.8225,0.0000,0.1775,0.5965
linear_ratio,420,360,360,300,60,60,11.977,10.257,22.233,0.7065,0.0000,0.2935,0.5365
linear_ratio,420,360,360,360,60,0,11.036,10.284,21.320,0.6010,0.0000,0.3990,0.4575
linear_ratio,420,360,360,420,60,-60,10.296,10.339,20.635,0.4875,0.0000,0.5125,0.4620
linear_ratio,420,360,420,180,0,180,14.316,11.019,25.334,0.8635,0.0000,0.1365,0.6410
linear_ratio,420,360,420,240,0,120,13.161,11.168,24.329,0.7480,0.0000,0.2520,0.5335
linear_ratio,420,360,420,300,0,60,12.205,11.137,23.342,0.6280,0.0000,0.3720,0.4565
linear_ratio,420,360,420,360,0,0,11.089,11.060,22.150,0.4975,0.0000,0.5025,0.4425
linear_ratio,420,360,420,420,0,-60,10.361,11.101,21.462,0.3935,0.0000,0.6065,0.4550
linear_ratio,420,420,180,180,240,240,14.024,6.027,20.051,0.9950,0.0000,0.0050,0.9660
linear_ratio,420,420,180,240,240,180,12.847,6.016,18.863,0.9885,0.0000,0.0115,0.9305
linear_ratio,420,420,180,300,240,120,11.885,5.986,17.871,0.9780,0.0000,0.0220,0.8840
linear_ratio,420,420,180,360,240,60,10.956,5.929,16.885,0.9570,0.0000,0.0430,0.8040
linear_ratio,420,420,180,420,240,0,10.098,6.005,16.103,0.9215,0.0000,0.0785,0.7330
linear_ratio,420,420,240,180,180,240,13.969,7.396,21.364,0.9885,0.0000,0.0115,0.9050
linear_ratio,420,420,240,240,180,180,12.918,7.324,20.241,0.9755,0.0000,0.0245,0.8485
linear_ratio,420,420,240,300,180,120,11.825,7.503,19.328,0.9260,0.0000,0.0740,0.7480
linear_ratio,420,420,240,360,180,60,10.968,7.545,18.512,0.8690,0.0000,0.1310,0.6440
linear_ratio,420,420,240,420,180,0,10.168,7.521,17.688,0.8065,0.0000,0.1935,0.5805
linear_ratio,420,420,300,180,120,240,14.114,8.434,22.547,0.9755,0.0000,0.0245,0.8620
linear_ratio,420,420,300,240,120,180,12.938,8.521,21.459,0.9310,0.0000,0.0690,0.7405
linear_ratio,420,420,300,300,120,120,12.057,8.522,20.579,0.8855,0.0000,0.1145,0.6600
linear_ratio,420,420,300,360,120,60,11.027,8.558,19.585,0.7965,0.0000,0.2035,0.5645
linear_ratio,420,420,300,420,120,0,10.271,8.648,18.919,0.7050,0.0000,0.2950,0.4840
linear_ratio,420,420,360,180,60,240,14.209,9.462,23.671,0.9465,0.0000,0.0535,0.7890
linear_ratio,420,420,360,240,60,180,13.104,9.678,22.782,0.8750,0.0000,0.1250,0.6630
linear_ratio,420,420,360,300,60,120,12.088,9.537,21.625,0.8155,0.0000,0.1845,0.5535
linear_ratio,420,420,360,360,60,60,11.107,9.782,20.889,0.6790,0.0000,0.3210,0.4865
linear_ratio,420,420,360,420,60,0,10.322,9.694,20.016,0.5875,0.0000,0.4125,0.4425
linear_ratio,420,420,420,180,0,240,14.183,10.065,24.248,0.9165,0.0000,0.0835,0.7185
linear_ratio,420,420,420,240,0,180,13.086,10.307,23.393,0.8145,0.0000,0.1855,0.6025
linear_ratio,420,420,420,300,0,120,12.114,10.300,22.415,0.7195,0.0000,0.2805,0.5055
linear_ratio,420,420,420,360,0,60,11.179,10.345,21.523,0.6030,0.0000,0.3970,0.4735
linear_ratio,420,420,420,420,0,0,10.352,10.351,20.703,0.5015,0.0000,0.4985,0.4390
quadratic_ratio,180,180,180,180,0,0,10.289,10.371,20.660,0.4820,0.0000,0.5180,0.4380
quadratic_ratio,180,180,180,240,0,-60,7.418,10.287,17.706,0.1630,0.0000,0.8370,0.6015
quadratic_ratio,180,180,180,300,0,-120,5.444,10.076,15.520,0.0580,0.0000,0.9420,0.7675
quadratic_ratio,180,180,180,360,0,-180,4.006,10.071,14.078,0.0115,0.0000,0.9885,0.8835
quadratic_ratio,180,180,180,420,0,-240,3.280,9.944,13.224,0.0050,0.0000,0.9950,0.9385
quadratic_ratio,180,180,240,180,-60,0,10.184,13.116,23.300,0.1750,0.0000,0.8250,0.6060
quadratic_ratio,180,180,240,240,-60,-60,7.284,12.911,20.195,0.0260,0.0000,0.9740,0.8510
quadratic_ratio,180,180,240,300,-60,-120,5.376,12.805,18.181,0.0025,0.0000,0.9975,0.9525
quadratic_ratio,180,180,240,360,-60,-180,3.993,12.799,16.792,0.0005,0.0000,0.9995,0.9865
quadratic_ratio,180,180,240,420,-60,-240,3.272,12.757,16.029,0.0005,0.0000,0.9995,0.9930
quadratic_ratio,180,180,300,180,-120,0,10.230,14.996,25.226,0.0445,0.0000,0.9555,0.7965
quadratic_ratio,180,180,300,240,-120,-60,7.196,14.816,22.012,0.0040,0.0000,0.9960,0.9565
quadratic_ratio,180,180,300,300,-120,-120,5.362,14.732,20.095,0.0000,0.0000,1.0000,0.9915
quadratic_ratio,180,180,300,360,-120,-180,3.938,14.835,18.772,0.0000,0.0000,1.0000,0.9970
quadratic_ratio,180,180,300,420,-120,-240,3.246,14.835,18.081,0.0000,0.0000,1.0000,1.0000
quadratic_ratio,180,180,360,180,-180,0,10.034,16.067,26.101,0.0155,0.0000,0.9845,0.8940
quadratic_ratio,180,180,360,240,-180,-60,7.246,16.014,23.260,0.0015,0.0000,0.9985,0.9880
quadratic_ratio,180,180,360,300,-180,-120,5.346,15.967,21.314,0.0000,0.0000,1.0000,0.9990
quadratic_ratio,180,180,360,360,-180,-180,3.986,15.950,19.935,0.0000,0.0000,1.0000,1.0000
quadratic_ratio,180,180,360,420,-180,-240,3.159,16.043,19.201,0.0000,0.0000,1.0000,1.0000
quadratic_ratio,180,180,420,180,-240,0,10.058,17.064,27.122,0.0030,0.0000,0.9970,0.9465
quadratic_ratio,180,180,420,240,-240,-60,7.264,16.980,24.245,0.0000,0.0000,1.0000,0.9940
quadratic_ratio,180,180,420,300,-240,-120,5.429,17.047,22.476,0.0000,0.0000,1.0000,0.9990
quadratic_ratio,180,180,420,360,-240,-180,3.990,16.994,20.983,0.0000,0.0000,1.0000,1.0000
quadratic_ratio,180,180,420,420,-240,-240,3.179,16.966,20.145,0.0000,0.0000,1.0000,1.0000
quadratic_ratio,180,240,180,180,0,60,10.258,7.334,17.593,0.8385,0.0000,0.1615,0.6000
quadratic_ratio,180,240,180,240,0,0,7.519,7.455,14.974,0.5065,0.0000,0.4935,0.4260
quadratic_ratio,180,240,180,300,0,-60,5.568,7.431,12.999,0.2595,0.0000,0.7405,0.4780
quadratic_ratio,180,240,180,360,0,-120,4.068,7.338,11.405,0.1075,0.0000,0.8925,0.6365
quadratic_ratio,180,240,180,420,0,-180,3.182,7.344,10.526,0.0570,0.0000,0.9430,0.7370
quadratic_ratio,180,240,240,180,-60,60,10.470,10.403,20.873,0.5110,0.0000,0.4890,0.4445
quadratic_ratio,180,240,240,240,-60,0,7.412,10.207,17.619,0.1805,0.0000,0.8195,0.5910
quadratic_ratio,180,240,240,300,-60,-60,5.548,10.092,15.640,0.0640,0.0000,0.9360,0.7690
quadratic_ratio,180,240,240,360,-60,-120,3.994,9.918,13.912,0.0195,0.0000,0.9805,0.8850
quadratic_ratio,180,240,240,420,-60,-180,3.314,9.985,13.299,0.0065,0.0000,0.9935,0.9330
quadratic_ratio,180,240,300,180,-120,60,10.338,12.587,22.925,0.2240,0.0000,0.7760,0.5400
quadratic_ratio,180,240,300,240,-120,0,7.291,12.296,19.587,0.0445,0.0000,0.9555,0.8060
quadratic_ratio,180,240,300,300,-120,-60,5.451,12.152,17.603,0.0075,0.0000,0.9925,0.9265
quadratic_ratio,180,240,300,360,-120,-120,3.986,12.188,16.175,0.0030,0.0000,0.9970,0.9750
quadratic_ratio,180,240,300,420,-120,-180,3.147,12.313,15.460,0.0020,0.0000,0.9980,0.9935
quadratic_ratio,180,240,360,180,-180,60,10.205,14.230,24.435,0.0860,0.0000,0.9140,0.7125
quadratic_ratio,180,240,360,240,-180,0,7.204,14.043,21.246,0.0095,0.0000,0.9905,0.9410
quadratic_ratio,180,240,360,300,-180,-60,5.421,13.919,19.340,0.0015,0.0000,0.9985,0.9745
quadratic_ratio,180,240,360,360,-180,-120,4.006,13.964,17.971,0.0000,0.0000,1.0000,0.9940
quadratic_ratio,180,240,360,420,-180,-180,3.181,14.074,17.255,0.0000,0.0000,1.0000,0.9985
quadratic_ratio,180,240,420,180,-240,60,9.984,15.348,25.332,0.0295,0.0000,0.9705,0.8505
quadratic_ratio,180,240,420,240,-240,0,7.222,15.197,22.419,0.0035,0.0000,0.9965,0.9735
quadratic_ratio,180,240,420,300,-240,-60,5.415,15.118,20.532,0.0005,0.0000,0.9995,0.9960
quadratic_ratio,180,240,420,360,-240,-120,3.949,15.199,19.148,0.0000,0.0000,1.0000,0.9990
quadratic_ratio,180,240,420,420,-240,-180,3.185,15.201,18.386,0.0000,0.0000,1.0000,1.0000
quadratic_ratio,180,300,180,180,0,120,10.098,5.487,15.585,0.9375,0.0000,0.0625,0.7950
quadratic_ratio,180,300,180,240,0,60,7.432,5.515,12.947,0.7535,0.0000,0.2465,0.5025
quadratic_ratio,180,300,180,300,0,0,5.676,5.638,11.314,0.4970,0.0000,0.5030,0.3905
quadratic_ratio,180,300,180,360,0,-60,4.123,5.709,9.832,0.2785,0.0000,0.7215,0.4415
quadratic_ratio,180,300,180,420,0,-120,3.278,5.548,8.826,0.1715,0.0000,0.8285,0.4940
quadratic_ratio,180,300,240,180,-60,120,10.210,8.190,18.401,0.7555,0.0000,0.2445,0.5290
quadratic_ratio,180,300,240,240,-60,60,7.462,8.333,15.794,0.3845,0.0000,0.6155,0.4395
quadratic_ratio,180,300,240,300,-60,0,5.471,8.146,13.617,0.1825,0.0000,0.8175,0.5615
quadratic_ratio,180,300,240,360,-60,-60,4.070,8.102,12.172,0.0675,0.0000,0.9325,0.7345
quadratic_ratio,180,300,240,420,-60,-120,3.219,8.053,11.272,0.0335,0.0000,0.9665,0.8140
quadratic_ratio,180,300,300,180,-120,120,10.352,10.355,20.708,0.4975,0.0000,0.5025,0.4525
quadratic_ratio,180,300,300,240,-120,60,7.258,10.207,17.465,0.1625,0.0000,0.8375,0.6055
quadratic_ratio,180,300,300,300,-120,0,5.537,10.132,15.669,0.0530,0.0000,0.9470,0.7740
quadratic_ratio,180,300,300,360,-120,-60,4.024,10.099,14.123,0.0180,0.0000,0.9820,0.8975
quadratic_ratio,180,300,300,420,-120,-120,3.191,10.015,13.206,0.0030,0.0000,0.9970,0.9420
quadratic_ratio,180,300,360,180,-180,120,10.243,12.255,22.498,0.2545,0.0000,0.7455,0.5370
quadratic_ratio,180,300,360,240,-180,60,7.246,12.178,19.424,0.0535,0.0000,0.9465,0.7995
quadratic_ratio,180,300,360,300,-180,0,5.394,12.067,17.461,0.0150,0.0000,0.9850,0.9195
quadratic_ratio,180,300,360,360,-180,-60,3.998,11.966,15.964,0.0035,0.0000,0.9965,0.9765
quadratic_ratio,180,300,360,420,-180,-120,3.173,11.985,15.158,0.0005,0.0000,0.9995,0.9840
quadratic_ratio,180,300,420,180,-240,120,10.189,13.647,23.836,0.1265,0.0000,0.8735,0.6555
quadratic_ratio,180,300,420,240,-240,60,7.271,13.379,20.650,0.0175,0.0000,0.9825,0.8870
quadratic_ratio,180,300,420,300,-240,0,5.391,13.413,18.805,0.0030,0.0000,0.9970,0.9690
quadratic_ratio,180,300,420,360,-240,-60,4.016,13.473,17.489,0.0000,0.0000,1.0000,0.9940
quadratic_ratio,180,300,420,420,-240,-120,3.192,13.376,16.568,0.0000,0.0000,1.0000,0.9960
quadratic_ratio,180,360,180,180,0,180,10.006,4.016,14.021,0.9865,0.0000,0.0135,0.8965
quadratic_ratio,180,360,180,240,0,120,7.428,4.101,11.529,0.8980,0.0000,0.1020,0.6350
quadratic_ratio,180,360,180,300,0,60,5.595,4.166,9.761,0.7195,0.0000,0.2805,0.4155
quadratic_ratio,180,360,180,360,0,0,4.193,4.213,8.406,0.5005,0.0000,0.4995,0.3255
quadratic_ratio,180,360,180,420,0,-60,3.346,4.104,7.451,0.3650,0.0000,0.6350,0.3110
quadratic_ratio,180,360,240,180,-60,180,10.130,6.263,16.393,0.9010,0.0000,0.0990,0.7035
quadratic_ratio,180,360,240,240,-60,120,7.390,6.401,13.791,0.6210,0.0000,0.3790,0.4580
quadratic_ratio,180,360,240,300,-60,60,5.703,6.431,12.134,0.3925,0.0000,0.6075,0.4045
quadratic_ratio,180,360,240,360,-60,0,4.097,6.332,10.430,0.2025,0.0000,0.7975,0.5070
quadratic_ratio,180,360,240,420,-60,-60,3.192,6.314,9.506,0.1100,0.0000,0.8900,0.6140
quadratic_ratio,180,360,300,180,-120,180,10.261,8.409,18.669,0.7210,0.0000,0.2790,0.5290
quadratic_ratio,180,360,300,240,-120,120,7.427,8.456,15.883,0.3600,0.0000,0.6400,0.4350
quadratic_ratio,180,360,300,300,-120,60,5.497,8.370,13.867,0.1585,0.0000,0.8415,0.5860
quadratic_ratio,180,360,300,360,-120,0,4.050,8.332,12.381,0.0570,0.0000,0.9430,0.7445
quadratic_ratio,180,360,300,420,-120,-60,3.219,8.248,11.466,0.0275,0.0000,0.9725,0.8225
quadratic_ratio,180,360,360,180,-180,180,10.428,10.344,20.772,0.5045,0.0000,0.4955,0.4385
quadratic_ratio,180,360,360,240,-180,120,7.284,10.091,17.375,0.1660,0.0000,0.8340,0.5855
quadratic_ratio,180,360,360,300,-180,60,5.457,10.068,15.524,0.0515,0.0000,0.9485,0.7710
quadratic_ratio,180,360,360,360,-180,0,4.025,10.020,14.045,0.0155,0.0000,0.9845,0.8825
quadratic_ratio,180,360,360,420,-180,-60,3.164,10.052,13.216,0.0040,0.0000,0.9960,0.9470
quadratic_ratio,180,360,420,180,-240,180,10.342,11.925,22.267,0.3100,0.0000,0.6900,0.4940
quadratic_ratio,180,360,420,240,-240,120,7.268,11.729,18.996,0.0710,0.0000,0.9290,0.7660
quadratic_ratio,180,360,420,300,-240,60,5.355,11.681,17.036,0.0110,0.0000,0.9890,0.9060
quadratic_ratio,180,360,420,360,-240,0,3.979,11.604,15.584,0.0020,0.0000,0.9980,0.9685
quadratic_ratio,180,360,420,420,-240,-60,3.162,11.585,14.747,0.0000,0.0000,1.0000,0.9815
quadratic_ratio,180,420,180,180,0,240,10.095,3.278,13.373,0.9960,0.0000,0.0040,0.9375
quadratic_ratio,180,420,180,240,0,180,7.317,3.191,10.508,0.9485,0.0000,0.0515,0.7225
quadratic_ratio,180,420,180,300,0,120,5.697,3.317,9.015,0.8285,0.0000,0.1715,0.5100
quadratic_ratio,180,420,180,360,0,60,4.222,3.373,7.596,0.6460,0.0000,0.3540,0.3175
